layer_idx,layer_name,mean_norm,k_value,spectral_norm_down_proj,k_spectral_ratio_down_proj,spectral_norm_up_proj,k_spectral_ratio_up_proj,spectral_norm_o_proj,k_spectral_ratio_o_proj
0,model.layers.0,0.2570832967758178,0.004016926512122153,1.2932238578796387,0.0031061339362454072,1.2573026418685913,0.003194876379287834,0.8722360134124756,0.0046053206361046815
1,model.layers.1,0.4169193208217621,0.006514364387840033,1.0038275718688965,0.006489525263498971,0.9833154678344727,0.00662489770672115,0.9703758955001831,0.0067132380534681195
2,model.layers.2,0.6144705414772034,0.009601102210581303,1.0211437940597534,0.009402301876026956,0.8084992170333862,0.011875215223844594,0.9050194621086121,0.010608724577272204
3,model.layers.3,0.8195294737815857,0.012805148027837276,0.9797168970108032,0.013070253322063583,0.8143453598022461,0.015724468585351616,0.820846438407898,0.01559993127663922
4,model.layers.4,1.0939161777496338,0.017092440277338028,0.9824702143669128,0.017397413201327542,0.773230791091919,0.02210522456458429,0.7127244472503662,0.023981835256639914
5,model.layers.5,1.3948532342910769,0.021794581785798076,0.9070621132850647,0.02402766190604704,0.8246460556983948,0.026429013557022586,0.6107887029647827,0.03568268646752414
6,model.layers.6,1.706451416015625,0.02666330337524414,1.128272533416748,0.02363197063257372,0.8577572703361511,0.031084905132654737,0.5749793648719788,0.04637262657448728
7,model.layers.7,2.01919174194336,0.031549870967865,0.9934776425361633,0.031757001483520106,0.8746886849403381,0.03606982862710404,0.6491472721099854,0.04860202349047149
8,model.layers.8,2.334773063659668,0.03648082911968231,1.060550570487976,0.034398009991071815,0.8949047923088074,0.040765039402195724,0.6197931170463562,0.05885968739622806
9,model.layers.9,2.622471809387207,0.04097612202167511,1.071248173713684,0.03825082089019918,0.8814570903778076,0.04648680289600035,0.5846145749092102,0.07009083211454084
10,model.layers.10,2.9964282512664795,0.04681919142603874,1.16668701171875,0.04013003569574777,0.8553639054298401,0.054735991463786424,0.5763698816299438,0.08123115540603287
11,model.layers.11,3.3603014945983887,0.05250471085309982,1.1268856525421143,0.04659275831106351,0.8839759826660156,0.059396083018849605,0.6208590269088745,0.08456784644738058
12,model.layers.12,3.657923936843872,0.0571550615131855,1.1783441305160522,0.048504558246625806,0.8749911785125732,0.06532072884476996,0.5554461479187012,0.10289937508316485
13,model.layers.13,4.209760665893555,0.06577751040458679,1.1988118886947632,0.05486891732130195,0.8951499462127686,0.07348211401104425,0.618914008140564,0.1062789168437238
14,model.layers.14,4.786233901977539,0.07478490471839905,1.1368244886398315,0.0657840374356084,0.9029702544212341,0.08282100584402198,0.5875410437583923,0.12728456252181758
15,model.layers.15,5.457286834716797,0.08527010679244995,0.9703301191329956,0.08787741935563131,0.865155816078186,0.09856040404257527,0.6337299346923828,0.13455275208648726
16,model.layers.16,6.211236476898193,0.09705056995153427,1.013989806175232,0.09571158345033949,0.8857929110527039,0.10956349812756613,0.7144412398338318,0.13584122043977578
17,model.layers.17,7.376094341278076,0.11525147408246994,0.9776207208633423,0.11788976197301825,0.8742959499359131,0.1318220381678744,0.6875843405723572,0.16761794485681947
18,model.layers.18,8.716163635253906,0.13619005680084229,0.9407139420509338,0.14477308213793694,0.9717652201652527,0.14014707871278065,0.7833874821662903,0.1738476295590502
19,model.layers.19,10.305353164672852,0.1610211431980133,0.9416981339454651,0.17099019037382762,0.9869112372398376,0.16315666204019744,0.9086223244667053,0.1772146015590371
20,model.layers.20,11.852228164672852,0.1851910650730133,0.8733057975769043,0.21205752393588703,0.9798363447189331,0.18900203699438758,0.7614089250564575,0.2432215580599894
21,model.layers.21,13.248573303222656,0.207008957862854,0.8060883283615112,0.2568067922328426,0.9552239775657654,0.2167124807632897,0.7121326327323914,0.2906887682826421
22,model.layers.22,14.364618301391602,0.22444716095924377,0.8603503108024597,0.2608788049950247,0.9620623588562012,0.2332979342691358,0.7737661600112915,0.2900710480230467
23,model.layers.23,15.538500785827637,0.24278907477855682,0.8955624103546143,0.27110235084835693,0.9218243360519409,0.2633788947451662,0.9169943332672119,0.26476616699855676
24,model.layers.24,16.63729476928711,0.2599577307701111,1.0965054035186768,0.23707838551083185,0.9174438118934631,0.2833500290700073,0.611051082611084,0.42542716667694136
25,model.layers.25,17.79416275024414,0.2780337929725647,1.108837604522705,0.25074347392127205,0.9716919660568237,0.28613367474966395,0.6651598215103149,0.4179954711354331
26,model.layers.26,19.04675674438477,0.297605574131012,0.9991692304611206,0.2978530213482113,1.017777442932129,0.2924073196922463,0.9609516859054565,0.3096987897477834
27,model.layers.27,20.577505111694336,0.321523517370224,1.0453107357025146,0.30758654473603964,1.1964918375015259,0.26872186444800045,1.0368256568908691,0.31010374331821333
28,model.layers.28,22.465560913085938,0.3510243892669678,0.8625141382217407,0.4069781279071905,1.5324256420135498,0.22906454945881413,0.8949130177497864,0.3922441425085098
29,model.layers.29,26.24315643310547,0.41004931926727295,0.9474793076515198,0.4327791815144188,1.8230869770050049,0.22492032713705642,0.8931455016136169,0.45910696356467134
30,model.layers.30,29.50494384765625,0.4610147476196289,1.1136125326156616,0.4139812853370049,2.6394402980804443,0.174663828522625,1.3537180423736572,0.3405544826833137
31,model.layers.31,32.40275955200195,0.5062931180000305,1.750143051147461,0.28928670583132354,4.47018575668335,0.11325997297608371,2.9549686908721924,0.1713362038535144
