layer_idx,layer_name,mean_norm,k_value,spectral_norm_down_proj,k_spectral_ratio_down_proj,spectral_norm_up_proj,k_spectral_ratio_up_proj,spectral_norm_o_proj,k_spectral_ratio_o_proj
0,model.layers.0,0.7054236531257629,0.011022244580090046,6.756295204162598,0.001631403638683397,5.636323928833008,0.0019555732990619978,4.908177375793457,0.0022456899447950754
1,model.layers.1,1.1633963584899902,0.018178068101406097,5.104773998260498,0.003560993710514991,3.541926383972168,0.005132254635123139,5.085618495941162,0.0035744065576122225
2,model.layers.2,1.740769624710083,0.027199525386095047,5.083909511566162,0.005350119887896253,3.330225706100464,0.00816747205340157,4.5757575035095215,0.005944267231214397
3,model.layers.3,2.5459694862365723,0.03978077322244644,4.4537577629089355,0.008931957088852527,3.085984230041504,0.012890789536507588,4.296809673309326,0.009258211614434391
4,model.layers.4,3.757784843444824,0.05871538817882538,4.833029747009277,0.012148774423571259,3.192903757095337,0.01838933856003233,3.6670734882354736,0.016011511186561498
5,model.layers.5,4.274758815765381,0.06679310649633408,4.727520942687988,0.014128569139316524,3.558056592941284,0.01877235641188024,2.951242208480835,0.022632200876090115
6,model.layers.6,5.066393852233887,0.07916240394115448,5.426102161407471,0.014589184203752742,3.646487236022949,0.021709222826594387,3.035029411315918,0.02608291163373982
7,model.layers.7,6.073735237121582,0.09490211308002472,6.439059257507324,0.014738505934601857,3.8210482597351074,0.024836669580981362,2.8467941284179688,0.0333364861661999
8,model.layers.8,6.751473426818848,0.1054917722940445,6.258717060089111,0.016855175155104794,3.741826295852661,0.028192589381011275,3.3693666458129883,0.03130908072148692
9,model.layers.9,7.198256015777588,0.11247275024652481,6.472651958465576,0.017376610231517514,3.770033359527588,0.029833356769187434,3.3412399291992188,0.03366197957339768
10,model.layers.10,7.612452507019043,0.11894457042217255,6.311858654022217,0.01884461882655997,3.781198501586914,0.03145684374207099,3.244666576385498,0.03665848789759924
11,model.layers.11,7.413026809692383,0.11582854390144348,7.216551303863525,0.016050401226889683,3.8566136360168457,0.03003374328704405,3.127309560775757,0.037037760941296516
12,model.layers.12,8.959733963012695,0.13999584317207336,6.7361159324646,0.020782873183248778,4.24050760269165,0.03301393519096898,3.1046016216278076,0.04509301360819061
13,model.layers.13,9.304574012756348,0.14538396894931793,5.5014729499816895,0.02642637167738902,4.0294976234436035,0.03607992423260768,3.2226109504699707,0.04511372026713799
14,model.layers.14,9.77200984954834,0.1526876538991928,5.237555503845215,0.02915246507403985,3.9710874557495117,0.03844983410731109,2.6361513137817383,0.057920671359396284
15,model.layers.15,10.513797760009766,0.1642780900001526,5.082572937011719,0.03232183621092102,3.9844722747802734,0.0412295728696498,3.425786018371582,0.047953400801793444
16,model.layers.16,12.067127227783203,0.18854886293411255,4.523269176483154,0.04168420131050203,4.215127468109131,0.044731473570049335,3.416717052459717,0.0551842192488181
17,model.layers.17,13.024356842041016,0.20350557565689087,4.631133079528809,0.04394293408592707,4.186450958251953,0.048610524209237206,3.829171657562256,0.053146109356311144
18,model.layers.18,14.200011253356934,0.2218751758337021,4.65719747543335,0.04764135019055784,4.12627649307251,0.05377128173698542,3.604135751724243,0.06156127047311009
19,model.layers.19,15.31166172027588,0.23924471437931064,4.068218231201172,0.05880823023318291,3.944124460220337,0.060658510346791976,3.672639846801758,0.06514243823489851
20,model.layers.20,16.4156551361084,0.2564946115016937,4.030350685119629,0.06364076765049055,4.025876998901367,0.06371148735336157,4.084706783294678,0.0627938858550841
21,model.layers.21,18.12415313720703,0.28318989276885986,3.924783229827881,0.07215427609266435,4.14470911026001,0.06832563763469869,3.098168134689331,0.09140559209749174
22,model.layers.22,20.24207305908203,0.31628239154815674,3.4982762336730957,0.09041092538769266,4.037540435791016,0.0783354115154991,3.624824285507202,0.08725454439618473
23,model.layers.23,22.00714874267578,0.3438616991043091,3.6273193359375,0.09479774656108027,3.8232626914978027,0.0899393337185517,3.269570827484131,0.10517028602463516
24,model.layers.24,23.81211471557617,0.37206429243087763,4.245251178741455,0.08764246843485468,3.5121631622314453,0.10593593612959809,2.827316999435425,0.13159624212819915
25,model.layers.25,25.798723220825195,0.4031050503253937,4.663802146911621,0.08643270825550149,3.6173455715179443,0.1114366991916227,3.0377252101898193,0.13269964280284743
26,model.layers.26,28.583276748657227,0.44661369919776917,4.188882827758789,0.10661880925342675,4.1573028564453125,0.10742871390891273,3.6383986473083496,0.12275007290038695
27,model.layers.27,31.057727813720703,0.485276997089386,4.103163719177246,0.11826898225418415,4.862588882446289,0.09979807234808859,4.707714080810547,0.10308123831637495
28,model.layers.28,34.466121673583984,0.5385331511497498,4.063784599304199,0.1325201023799237,5.832226276397705,0.09233749268767683,5.178747653961182,0.10398906977786998
29,model.layers.29,39.009761810302734,0.6095275282859802,3.2021002769470215,0.19035241734125893,7.086464881896973,0.08601291877464523,4.343134880065918,0.14034275819606346
30,model.layers.30,42.699745178222656,0.667183518409729,3.6802735328674316,0.18128639419089665,10.67560863494873,0.062496063805258927,4.700506210327148,0.14193865268040864
31,model.layers.31,59.40758895874024,0.9282435774803163,4.288328647613525,0.21645812477476234,18.908355712890625,0.0490917132919968,3.713773250579834,0.24994621772758716
